student_id,app_usage_percentage,divice_type,internet_quality,video_completion_rate
STU100725,57,Mobile,High,93.0
STU100726,50,Mobile,High,11.7
STU100727,100,Mobile,Medium,76.9
STU100728,46,Laptop,Medium,45.4
STU100729,13,Mobile,Low,88.4
STU100730,80,Mobile,Medium,89.1
STU100731,55,Laptop,Medium,21.6
STU100732,70,Mobile,High,52.4
STU100733,96,Mobile,Medium,62.5
STU100734,72,Mobile,High,46.6
STU100735,69,Laptop,Low,69.8
STU100736,100,Mobile,Medium,19.8
STU100737,60,Laptop,Medium,67.3
STU100738,63,Laptop,Low,81.6
STU100739,77,Laptop,Medium,57.8
STU100740,92,Laptop,High,88.2
STU100741,54,Laptop,Medium,74.9
STU100742,81,Mobile,Medium,46.2
STU100743,69,Laptop,Medium,65.6
STU100744,60,Laptop,Medium,53.7
STU100745,84,Mobile,Medium,78.7
STU100746,84,Laptop,High,53.8
STU100747,63,Mobile,High,69.6
STU100748,70,Laptop,Low,70.4
STU100749,89,Laptop,High,80.9
STU100750,40,Mobile,Low,14.0
STU100751,100,Mobile,Medium,77.1
STU100752,75,Mobile,Medium,29.5
STU100753,87,Mobile,Medium,88.4
STU100754,90,Mobile,High,59.2
STU100755,50,Mobile,High,50.0
STU100756,88,Mobile,Medium,58.9
STU100757,100,Laptop,High,91.3
STU100758,100,Laptop,High,80.4
STU100759,47,Mobile,Medium,79.3
STU100760,54,Laptop,High,34.4
STU100761,58,Laptop,Medium,74.2
STU100762,82,Mobile,Medium,69.2
STU100763,55,Mobile,Medium,58.3
STU100764,88,Mobile,High,78.0
STU100765,88,Mobile,Medium,81.1
STU100766,90,Laptop,Medium,71.1
STU100767,55,Mobile,Medium,70.3
STU100768,59,Tablet,High,71.4
STU100769,76,Mobile,Medium,56.4
STU100770,52,Mobile,Medium,79.7
STU100771,72,Mobile,Low,23.1
STU100772,51,Mobile,Medium,72.4
STU100773,92,Mobile,High,88.2
STU100774,55,Mobile,Medium,20.9
STU100775,100,Laptop,High,79.1
STU100776,53,Mobile,Medium,93.3
STU100777,57,Laptop,Medium,70.9
STU100778,68,Mobile,High,77.5
STU100779,86,Mobile,High,76.5
STU100780,52,Laptop,Medium,86.5
STU100781,82,Tablet,High,77.3
STU100782,58,Mobile,Low,66.0
STU100783,56,Mobile,Medium,78.4
STU100784,52,Tablet,Medium,71.8
STU100785,100,Laptop,Medium,15.7
STU100786,67,Laptop,Medium,68.0
STU100787,39,Mobile,High,60.0
STU100788,51,Mobile,High,94.1
STU100789,80,Laptop,High,88.5
STU100790,100,Mobile,Medium,88.0
STU100791,22,Laptop,High,77.3
STU100792,61,Mobile,Low,25.3
STU100793,94,Mobile,Low,80.8
STU100794,67,Mobile,High,76.7
STU100795,89,Mobile,Medium,22.1
STU100796,61,Mobile,Low,85.8
STU100797,71,Laptop,Medium,82.6
STU100798,73,Mobile,Medium,75.1
STU100799,69,Mobile,Medium,43.0
STU100800,28,Mobile,Medium,26.8
STU100801,77,Mobile,High,47.6
STU100802,100,Tablet,Medium,69.9
STU100803,85,Mobile,Medium,85.2
STU100804,58,Mobile,High,62.2
STU100805,71,Laptop,Low,36.4
STU100806,44,Laptop,High,71.3
STU100807,50,Tablet,High,81.0
STU100808,100,Mobile,Medium,70.3
STU100809,83,Mobile,High,57.7
STU100810,93,Laptop,High,47.9
STU100811,79,Mobile,Low,77.0
STU100812,73,Mobile,High,94.6
STU100813,74,Tablet,Medium,79.8
STU100814,73,Laptop,Medium,71.9
STU100815,53,Mobile,Low,80.4
STU100816,90,Mobile,Medium,37.8
STU100817,53,Mobile,Medium,26.8
STU100818,60,Mobile,Medium,27.5
STU100819,45,Laptop,Medium,80.0
STU100820,74,Laptop,High,38.0
STU100821,43,Mobile,Medium,72.9
STU100822,52,Laptop,Medium,61.3
STU100823,28,Laptop,Medium,79.7
STU100824,60,Mobile,Medium,83.4
STU100825,39,Mobile,Low,45.1
STU100826,49,Mobile,Medium,20.4
STU100827,91,Laptop,High,33.2
STU100828,74,Mobile,High,88.6
STU100829,69,Laptop,Medium,87.9
STU100830,37,Laptop,Medium,75.3
STU100831,70,Laptop,Medium,27.6
STU100832,65,Mobile,Low,91.3
STU100833,91,Laptop,High,76.9
STU100834,61,Mobile,Medium,32.5
STU100835,72,Mobile,Low,56.3
STU100836,72,Laptop,Medium,73.0
STU100837,100,Laptop,High,64.2
STU100838,99,Mobile,Medium,53.8
STU100839,63,Laptop,High,92.3
STU100840,80,Mobile,High,82.8
STU100841,100,Laptop,Low,28.0
STU100842,77,Mobile,Medium,41.7
STU100843,51,Mobile,Medium,74.6
STU100844,33,Laptop,Medium,59.1
STU100845,57,Mobile,Medium,59.3
STU100846,45,Tablet,High,66.8
STU100847,58,Mobile,High,59.6
STU100848,72,Laptop,High,66.0
STU100849,78,Mobile,High,48.5
STU100850,53,Laptop,Low,57.9
STU100851,65,Laptop,High,44.7
STU100852,56,Laptop,Medium,53.2
STU100853,61,Mobile,Low,77.5
STU100854,78,Laptop,Medium,56.4
STU100855,68,Mobile,High,39.6
STU100856,83,Mobile,High,69.4
STU100857,49,Mobile,High,31.0
STU100858,53,Laptop,Medium,52.4
STU100859,58,Mobile,High,62.1
STU100860,87,Laptop,Medium,86.3
STU100861,59,Laptop,High,84.3
STU100862,95,Mobile,Medium,70.3
STU100863,58,Laptop,High,92.4
STU100864,71,Laptop,Medium,41.1
STU100865,77,Laptop,Medium,81.5
STU100866,65,Mobile,Medium,61.2
STU100867,26,Mobile,Medium,77.0
STU100868,68,Mobile,Medium,16.1
STU100869,55,Laptop,Medium,46.5
STU100870,84,Mobile,Medium,74.7
STU100871,93,Laptop,High,56.5
STU100872,72,Mobile,Low,60.8
STU100873,81,Mobile,Medium,71.1
STU100874,86,Mobile,Medium,28.5
STU100875,51,Mobile,Medium,61.6
STU100876,70,Mobile,Medium,85.2
STU100877,74,Mobile,Medium,71.2
STU100878,95,Laptop,High,31.8
STU100879,70,Mobile,High,67.0
STU100880,54,Mobile,Medium,68.7
STU100881,37,Mobile,Medium,46.2
STU100882,98,Laptop,High,85.2
STU100883,61,Mobile,High,33.9
STU100884,100,Mobile,High,45.8
STU100885,64,Mobile,High,68.6
STU100886,92,Laptop,Medium,70.9
STU100887,94,Laptop,High,62.4
STU100888,100,Mobile,Medium,45.5
STU100889,74,Mobile,Medium,60.0
STU100890,60,Mobile,High,81.8
STU100891,86,Mobile,Medium,84.9
STU100892,55,Mobile,Medium,95.1
STU100893,71,Mobile,High,56.9
STU100894,67,Mobile,Low,31.2
STU100895,51,Mobile,Medium,42.5
STU100896,52,Mobile,Medium,37.8
STU100897,71,Laptop,Medium,62.8
STU100898,100,Mobile,Medium,14.0
STU100899,70,Laptop,Medium,71.3
STU100900,78,Laptop,Medium,92.6
STU100901,66,Laptop,Medium,80.1
STU100902,30,Mobile,High,60.8
STU100903,79,Mobile,Medium,71.0
STU100904,88,Mobile,High,33.0
STU100905,49,Mobile,High,56.6
STU100906,84,Laptop,Medium,66.6
STU100907,87,Laptop,High,43.3
STU100908,100,Mobile,Medium,59.5
STU100909,82,Laptop,Medium,36.5
STU100910,55,Laptop,Medium,53.7
STU100911,51,Mobile,Medium,71.9
STU100912,66,Mobile,Medium,91.0
STU100913,97,Mobile,Medium,34.5
STU100914,25,Mobile,Medium,60.6
STU100915,100,Mobile,High,72.6
STU100916,64,Mobile,Medium,49.7
STU100917,70,Laptop,Medium,73.6
STU100918,74,Mobile,Medium,74.4
STU100919,24,Tablet,Medium,41.9
STU100920,54,Tablet,High,87.3
STU100921,84,Mobile,Medium,71.0
STU100922,81,Laptop,Medium,96.1
STU100923,97,Mobile,High,92.6
STU100924,27,Mobile,Medium,95.9
STU100925,91,Laptop,Low,76.2
STU100926,77,Laptop,Low,30.2
STU100927,83,Mobile,Medium,79.4
STU100928,43,Laptop,Medium,51.3
STU100929,45,Laptop,Medium,37.5
STU100930,73,Laptop,Medium,25.1
STU100931,47,Laptop,Medium,68.7
STU100932,55,Laptop,High,94.0
STU100933,87,Mobile,Low,75.5
STU100934,82,Laptop,High,57.2
STU100935,80,Mobile,Medium,70.4
STU100936,50,Mobile,Medium,47.2
STU100937,86,Mobile,Medium,34.8
STU100938,66,Laptop,Medium,56.1
STU100939,61,Mobile,Low,46.7
STU100940,87,Mobile,Medium,78.7
STU100941,98,Mobile,High,81.8
STU100942,70,Mobile,Medium,65.6
STU100943,100,Laptop,High,35.9
STU100944,82,Laptop,Low,47.8
STU100945,31,Laptop,Medium,64.4
STU100946,89,Laptop,High,98.4
STU100947,100,Mobile,High,88.9
STU100948,46,Mobile,Medium,41.3
STU100949,76,Mobile,Medium,83.7
STU100950,70,Mobile,Medium,82.4
STU100951,55,Mobile,High,59.9
STU100952,31,Mobile,Medium,87.0
STU100953,57,Laptop,Low,26.9
STU100954,34,Mobile,Medium,47.6
STU100955,69,Mobile,High,45.1
STU100956,50,Laptop,High,76.4
STU100957,74,Laptop,High,77.9
STU100958,32,Laptop,Low,60.5
STU100959,90,Mobile,Medium,67.6
STU100960,78,Laptop,Low,71.7
STU100961,80,Mobile,Medium,92.6
STU100962,14,Mobile,High,56.7
STU100963,58,Mobile,Medium,56.6
STU100964,80,Mobile,Medium,71.4
STU100965,92,Mobile,Medium,70.0
STU100966,100,Laptop,Low,76.3
STU100967,92,Tablet,High,72.6
STU100968,58,Mobile,High,86.9
STU100969,79,Mobile,Medium,85.8
STU100970,91,Tablet,High,34.5
STU100971,65,Mobile,Medium,73.6
STU100972,83,Laptop,High,18.0
STU100973,79,Laptop,Medium,92.1
STU100974,100,Mobile,High,33.1
STU100975,76,Mobile,High,66.2
STU100976,65,Mobile,Medium,75.0
STU100977,43,Laptop,Medium,58.6
STU100978,67,Laptop,High,75.5
STU100979,47,Mobile,Medium,63.1
STU100980,71,Mobile,High,70.7
STU100981,91,Mobile,High,82.3
STU100982,36,Laptop,Medium,70.9
STU100983,79,Laptop,Medium,70.1
STU100984,33,Laptop,High,50.0
STU100985,79,Tablet,High,76.4
STU100986,73,Laptop,Medium,22.1
STU100987,86,Mobile,High,90.1
STU100988,56,Laptop,High,78.9
STU100989,35,Mobile,Medium,64.4
STU100990,89,Laptop,High,90.0
STU100991,100,Laptop,Low,70.2
STU100992,53,Laptop,High,55.0
STU100993,70,Mobile,High,42.5
STU100994,78,Mobile,Medium,55.4
STU100995,74,Mobile,High,88.5
STU100996,100,Mobile,Medium,77.1
STU100997,65,Mobile,High,65.9
STU100998,52,Laptop,Medium,70.0
STU100999,94,Mobile,High,79.8
STU101000,59,Mobile,Medium,60.3
STU101001,1,Mobile,Medium,82.4
STU101002,92,Laptop,Medium,39.7
STU101003,55,Mobile,High,63.6
STU101004,73,Mobile,High,92.8
STU101005,23,Laptop,Low,83.0
STU101006,75,Laptop,Medium,50.0
STU101007,53,Mobile,High,83.1
STU101008,38,Tablet,Medium,61.7
STU101009,65,Mobile,Medium,77.1
STU101010,56,Laptop,Medium,86.0
STU101011,65,Laptop,Medium,81.8
STU101012,33,Mobile,Low,71.0
STU101013,39,Laptop,Low,60.5
STU101014,75,Laptop,High,66.9
STU101015,100,Laptop,Medium,61.5
STU101016,87,Mobile,High,89.4
STU101017,88,Laptop,High,75.7
STU101018,43,Mobile,Low,24.7
STU101019,76,Laptop,High,40.7
STU101020,83,Mobile,High,68.7
STU101021,57,Mobile,High,43.5
STU101022,75,Mobile,High,85.9
STU101023,48,Laptop,High,55.4
STU101024,46,Tablet,Medium,52.3
STU101025,68,Laptop,Medium,73.3
STU101026,64,Mobile,High,87.1
STU101027,66,Laptop,Low,46.0
STU101028,77,Laptop,Medium,38.9
STU101029,54,Laptop,Medium,46.4
STU101030,90,Mobile,Low,80.8
STU101031,56,Tablet,Low,77.5
STU101032,93,Mobile,Medium,78.7
STU101033,100,Mobile,Medium,72.2
STU101034,64,Mobile,High,12.0
STU101035,47,Mobile,Medium,49.4
STU101036,63,Tablet,Medium,73.9
STU101037,76,Laptop,Medium,98.4
STU101038,80,Laptop,Medium,68.1
STU101039,53,Laptop,Medium,18.9
STU101040,60,Mobile,High,22.6
STU101041,71,Mobile,Low,40.7
STU101042,69,Mobile,Medium,95.4
STU101043,93,Laptop,Medium,36.6
STU101044,74,Laptop,High,49.1
STU101045,75,Laptop,Medium,67.7
STU101046,37,Tablet,High,78.3
STU101047,54,Mobile,High,48.7
STU101048,81,Mobile,Medium,78.7
STU101049,78,Tablet,Medium,31.2
STU101050,45,Laptop,Medium,62.8
STU101051,70,Mobile,Low,46.6
STU101052,100,Laptop,High,88.3
STU101053,38,Mobile,Low,93.6
STU101054,54,Laptop,Medium,37.0
STU101055,64,Laptop,Medium,46.1
STU101056,71,Mobile,High,63.5
STU101057,43,Laptop,High,77.1
STU101058,77,Laptop,Medium,51.5
STU101059,88,Mobile,High,46.0
STU101060,69,Mobile,Medium,83.3
STU101061,57,Mobile,High,87.2
STU101062,58,Mobile,High,17.6
STU101063,57,Laptop,High,73.2
STU101064,91,Mobile,High,65.7
STU101065,67,Mobile,Medium,61.2
STU101066,100,Mobile,Medium,41.2
STU101067,55,Mobile,Medium,32.9
STU101068,60,Laptop,High,82.5
STU101069,62,Mobile,High,71.8
STU101070,80,Laptop,Medium,44.8
STU101071,77,Mobile,Low,91.4
STU101072,43,Mobile,High,75.4
STU101073,75,Laptop,Medium,62.2
STU101074,34,Mobile,Medium,66.4
STU101075,26,Mobile,High,39.1
STU101076,81,Laptop,Low,24.6
STU101077,61,Laptop,High,78.4
STU101078,90,Mobile,Medium,48.1
STU101079,72,Mobile,Medium,51.4
STU101080,77,Laptop,High,76.5
STU101081,83,Mobile,High,80.9
STU101082,82,Laptop,High,59.6
STU101083,67,Tablet,Low,75.9
STU101084,52,Laptop,Medium,78.0
STU101085,57,Laptop,High,65.6
STU101086,56,Mobile,High,50.2
STU101087,100,Laptop,Medium,59.0
STU101088,93,Laptop,Medium,87.6
STU101089,55,Laptop,High,87.0
STU101090,61,Mobile,Medium,62.7
STU101091,57,Mobile,High,39.8
STU101092,82,Mobile,Low,35.7
STU101093,71,Mobile,Medium,35.4
STU101094,88,Mobile,Medium,68.2
STU101095,42,Mobile,High,79.8
STU101096,66,Tablet,High,73.6
STU101097,48,Laptop,Low,34.9
STU101098,75,Mobile,Medium,36.0
STU101099,38,Mobile,Medium,71.8
STU101100,65,Mobile,High,73.3
STU101101,53,Mobile,High,86.5
STU101102,67,Mobile,Low,69.4
STU101103,41,Mobile,Medium,93.1
STU101104,36,Laptop,Medium,77.5
STU101105,55,Laptop,Medium,70.7
STU101106,88,Mobile,Medium,49.3
STU101107,88,Mobile,Medium,96.9
STU101108,75,Mobile,Low,43.4
STU101109,61,Tablet,Medium,36.0
STU101110,72,Laptop,Medium,20.5
STU101111,64,Mobile,Medium,83.5
STU101112,53,Laptop,Medium,41.1
STU101113,46,Laptop,High,79.3
STU101114,53,Mobile,Medium,25.1
STU101115,100,Laptop,Medium,69.6
STU101116,74,Laptop,High,39.0
STU101117,77,Mobile,Medium,71.1
STU101118,79,Mobile,Medium,64.4
STU101119,64,Mobile,High,74.7
STU101120,68,Mobile,Medium,54.0
STU101121,58,Mobile,High,79.6
STU101122,88,Mobile,Medium,19.7
STU101123,37,Mobile,Medium,70.7
STU101124,71,Laptop,Medium,6.8
STU101125,64,Mobile,High,88.1
STU101126,76,Mobile,High,37.2
STU101127,71,Mobile,Low,67.2
STU101128,52,Mobile,High,68.0
STU101129,100,Laptop,Medium,35.9
STU101130,64,Tablet,Medium,63.9
STU101131,69,Mobile,Medium,67.8
STU101132,59,Mobile,Medium,68.8
STU101133,15,Laptop,High,94.9
STU101134,67,Mobile,Medium,27.2
STU101135,61,Mobile,Medium,82.8
STU101136,69,Mobile,High,48.4
STU101137,98,Tablet,Medium,75.2
STU101138,34,Mobile,Medium,78.9
STU101139,72,Mobile,Medium,56.2
STU101140,86,Laptop,High,18.1
STU101141,54,Laptop,High,89.3
STU101142,58,Laptop,Low,53.3
STU101143,89,Mobile,Medium,58.2
STU101144,82,Laptop,Medium,82.3
STU101145,73,Mobile,High,89.6
STU101146,34,Mobile,High,65.9
STU101147,55,Laptop,Medium,46.4
STU101148,59,Mobile,High,50.6
STU101149,59,Mobile,Medium,51.6
STU101150,77,Laptop,Medium,73.2
STU101151,31,Laptop,High,50.4
STU101152,83,Laptop,Medium,99.5
STU101153,95,Tablet,Medium,50.2
STU101154,43,Mobile,Medium,40.7
STU101155,88,Mobile,Medium,80.9
STU101156,54,Mobile,High,53.5
STU101157,95,Tablet,Medium,43.6
STU101158,46,Mobile,Low,75.6
STU101159,72,Tablet,Medium,74.2
STU101160,69,Mobile,Medium,65.8
STU101161,59,Laptop,Medium,56.7
STU101162,21,Mobile,High,41.4
STU101163,80,Mobile,Medium,71.8
STU101164,100,Mobile,Medium,34.4
STU101165,98,Mobile,Medium,75.3
STU101166,100,Mobile,Medium,46.9
STU101167,63,Mobile,High,38.1
STU101168,83,Mobile,High,50.8
STU101169,57,Laptop,Low,83.3
STU101170,67,Mobile,Medium,82.9
STU101171,75,Laptop,Medium,57.9
STU101172,22,Mobile,High,55.5
STU101173,93,Mobile,Medium,49.5
STU101174,48,Laptop,Medium,74.7
STU101175,63,Laptop,Low,64.9
STU101176,89,Mobile,Medium,28.6
STU101177,51,Laptop,Low,53.4
STU101178,92,Laptop,Medium,63.3
STU101179,57,Laptop,Medium,69.5
STU101180,80,Mobile,High,72.1
STU101181,59,Mobile,High,91.1
STU101182,73,Laptop,Medium,82.2
STU101183,31,Mobile,Medium,67.9
STU101184,89,Laptop,Medium,66.2
STU101185,48,Mobile,High,75.0
STU101186,26,Tablet,Low,60.2
STU101187,63,Laptop,High,68.4
STU101188,63,Laptop,High,82.3
STU101189,58,Laptop,High,92.9
STU101190,38,Mobile,High,45.7
STU101191,48,Laptop,Medium,71.4
STU101192,99,Laptop,High,81.1
STU101193,51,Mobile,High,76.0
STU101194,79,Laptop,Medium,48.4
STU101195,100,Laptop,Medium,86.7
STU101196,43,Laptop,High,46.0
STU101197,87,Mobile,Medium,39.6
STU101198,38,Mobile,High,74.4
STU101199,63,Tablet,Medium,30.8
STU101200,100,Mobile,High,39.6
STU101201,36,Laptop,High,69.7
STU101202,68,Mobile,Medium,86.1
STU101203,28,Laptop,High,81.1
STU101204,50,Mobile,High,62.9
STU101205,48,Mobile,High,77.5
STU101206,66,Mobile,High,74.1
STU101207,64,Mobile,Medium,91.6
STU101208,100,Mobile,High,21.8
STU101209,81,Mobile,High,94.4
STU101210,59,Mobile,Medium,80.3
STU101211,62,Laptop,Medium,50.2
STU101212,56,Mobile,Medium,52.0
STU101213,63,Tablet,Low,81.7
STU101214,85,Laptop,Low,74.3
STU101215,77,Mobile,High,86.5
STU101216,88,Mobile,Medium,92.8
STU101217,76,Laptop,Medium,76.9
STU101218,41,Laptop,High,50.8
STU101219,100,Mobile,High,87.2
STU101220,68,Mobile,Medium,58.1
STU101221,64,Mobile,High,92.9
STU101222,81,Laptop,High,57.5
STU101223,89,Laptop,High,51.9
STU101224,77,Laptop,High,70.8
STU101225,50,Laptop,Medium,46.7
STU101226,61,Laptop,Medium,33.8
STU101227,91,Laptop,Low,28.2
STU101228,99,Mobile,Medium,66.9
STU101229,52,Laptop,Medium,38.6
STU101230,69,Mobile,Medium,33.3
STU101231,48,Laptop,Low,52.2
STU101232,32,Laptop,High,33.1
STU101233,50,Mobile,High,53.3
STU101234,91,Laptop,Medium,58.0
STU101235,100,Laptop,Medium,75.4
STU101236,53,Laptop,High,60.1
STU101237,37,Laptop,Medium,29.1
STU101238,32,Mobile,High,62.3
STU101239,68,Mobile,High,89.9
STU101240,100,Mobile,High,79.9
STU101241,57,Mobile,High,82.5
STU101242,73,Mobile,High,78.7
STU101243,97,Laptop,High,58.6
STU101244,51,Mobile,High,78.5
STU101245,75,Laptop,Medium,58.5
STU101246,56,Mobile,High,61.9
STU101247,68,Mobile,Medium,55.4
STU101248,94,Laptop,Medium,51.8
STU101249,46,Mobile,High,90.3
STU101250,64,Mobile,Low,51.8
STU101251,100,Mobile,Medium,50.8
STU101252,100,Laptop,Low,70.0
STU101253,58,Mobile,Medium,72.3
STU101254,64,Laptop,Medium,39.4
STU101255,87,Laptop,High,46.7
STU101256,91,Mobile,Medium,61.7
STU101257,34,Laptop,Medium,85.1
STU101258,72,Mobile,Medium,82.2
STU101259,64,Mobile,High,69.6
STU101260,79,Laptop,Medium,54.9
STU101261,99,Mobile,Medium,74.9
STU101262,58,Mobile,Medium,48.0
STU101263,76,Mobile,High,34.2
STU101264,87,Laptop,Medium,89.7
STU101265,62,Laptop,High,22.7
STU101266,85,Mobile,Medium,97.4
STU101267,61,Mobile,Medium,60.8
STU101268,100,Laptop,Medium,78.7
STU101269,57,Mobile,Medium,51.2
STU101270,100,Mobile,Medium,58.9
STU101271,73,Laptop,Medium,68.7
STU101272,47,Mobile,High,39.7
STU101273,45,Mobile,High,19.4
STU101274,85,Mobile,High,53.7
STU101275,50,Mobile,Medium,72.4
STU101276,74,Mobile,Medium,69.0
STU101277,71,Laptop,High,37.8
STU101278,87,Mobile,Medium,95.2
STU101279,100,Laptop,Medium,40.8
STU101280,38,Mobile,High,40.3
STU101281,73,Mobile,Medium,41.6
STU101282,67,Tablet,Medium,76.9
STU101283,54,Laptop,High,9.5
STU101284,80,Tablet,Medium,72.1
STU101285,41,Laptop,Low,63.3
STU101286,66,Laptop,High,82.6
STU101287,50,Laptop,Medium,77.6
STU101288,72,Laptop,High,41.2
STU101289,99,Laptop,Medium,48.0
STU101290,90,Mobile,Medium,42.5
STU101291,87,Mobile,Low,32.0
STU101292,31,Laptop,Medium,79.8
STU101293,74,Mobile,Medium,70.9
STU101294,67,Mobile,Low,77.0
STU101295,87,Mobile,High,43.2
STU101296,28,Laptop,High,57.0
STU101297,69,Mobile,High,26.5
STU101298,57,Laptop,Medium,81.5
STU101299,61,Laptop,Medium,98.9
STU101300,50,Mobile,Low,62.0
STU101301,43,Mobile,Medium,65.5
STU101302,80,Mobile,Low,51.0
STU101303,75,Mobile,High,48.1
STU101304,38,Mobile,High,40.2
STU101305,90,Mobile,Medium,55.4
STU101306,83,Mobile,Medium,59.8
STU101307,85,Laptop,High,63.6
STU101308,33,Mobile,High,72.5
STU101309,66,Mobile,Medium,44.4
STU101310,41,Mobile,High,31.0
STU101311,69,Laptop,High,64.3
STU101312,45,Laptop,Medium,96.9
STU101313,59,Laptop,Medium,71.5
STU101314,95,Mobile,High,73.4
STU101315,32,Laptop,Medium,86.0
STU101316,94,Mobile,Medium,65.2
STU101317,26,Mobile,Medium,57.3
STU101318,51,Laptop,Medium,82.8
STU101319,38,Mobile,High,60.1
STU101320,78,Laptop,Medium,83.9
STU101321,72,Laptop,High,42.3
STU101322,84,Mobile,High,86.9
STU101323,48,Laptop,High,48.0
STU101324,67,Mobile,High,75.2
STU101325,52,Mobile,High,74.9
STU101326,79,Laptop,Medium,41.3
STU101327,58,Mobile,Low,27.8
STU101328,60,Mobile,High,15.4
STU101329,45,Mobile,Medium,30.1
STU101330,65,Mobile,Medium,55.6
STU101331,73,Mobile,Medium,73.3
STU101332,88,Mobile,Medium,35.3
STU101333,56,Mobile,High,83.4
STU101334,82,Laptop,Medium,81.8
STU101335,90,Mobile,Low,78.2
STU101336,67,Laptop,Low,62.0
STU101337,95,Mobile,Medium,44.7
STU101338,26,Mobile,High,68.6
STU101339,22,Mobile,Medium,80.2
STU101340,93,Laptop,Medium,64.4
STU101341,89,Laptop,Medium,73.1
STU101342,82,Laptop,High,60.5
STU101343,36,Mobile,Medium,44.9
STU101344,48,Laptop,High,82.6
STU101345,69,Mobile,Medium,75.0
STU101346,85,Laptop,Medium,55.6
STU101347,55,Mobile,High,21.4
STU101348,79,Laptop,Medium,72.7
STU101349,100,Mobile,High,45.7
STU101350,37,Mobile,High,49.6
STU101351,90,Laptop,High,78.7
STU101352,68,Mobile,Medium,58.4
STU101353,57,Mobile,Medium,87.3
STU101354,70,Laptop,Low,58.6
STU101355,52,Laptop,Low,12.9
STU101356,49,Laptop,Medium,91.6
STU101357,51,Mobile,High,83.2
STU101358,71,Mobile,Medium,61.1
STU101359,86,Laptop,Medium,30.3
STU101360,52,Mobile,High,60.1
STU101361,66,Mobile,Low,88.1
STU101362,78,Mobile,High,75.8
STU101363,58,Laptop,Medium,78.1
STU101364,76,Mobile,Medium,72.1
STU101365,40,Mobile,Low,62.1
STU101366,100,Laptop,High,86.1
STU101367,77,Laptop,High,66.5
STU101368,81,Laptop,Medium,72.4
STU101369,67,Mobile,High,30.8
STU101370,85,Mobile,High,84.3
STU101371,50,Laptop,Medium,36.4
STU101372,60,Mobile,Medium,21.1
STU101373,68,Tablet,Medium,40.2
STU101374,75,Mobile,Medium,51.6
STU101375,62,Mobile,High,57.1
STU101376,72,Mobile,Medium,66.6
STU101377,63,Laptop,Medium,82.9
STU101378,97,Laptop,Medium,41.8
STU101379,93,Mobile,Medium,46.2
STU101380,44,Mobile,High,67.1
STU101381,97,Mobile,Medium,46.9
STU101382,43,Mobile,Medium,82.1
STU101383,57,Laptop,Medium,38.7
STU101384,85,Laptop,Medium,60.7
STU101385,82,Mobile,Medium,58.7
STU101386,62,Mobile,Medium,33.0
STU101387,88,Laptop,High,93.3
STU101388,78,Mobile,Low,72.4
STU101389,53,Laptop,High,72.5
STU101390,79,Mobile,Medium,15.0
STU101391,65,Mobile,Medium,80.9
STU101392,83,Laptop,Medium,77.0
STU101393,44,Laptop,High,62.0
STU101394,51,Mobile,Medium,64.5
STU101395,57,Mobile,High,87.8
STU101396,92,Mobile,Medium,73.1
STU101397,50,Laptop,High,51.1
STU101398,68,Laptop,High,65.2
STU101399,56,Tablet,Medium,29.3
STU101400,97,Mobile,Low,84.6
STU101401,66,Mobile,Medium,39.6
STU101402,62,Mobile,Medium,90.7
STU101403,56,Tablet,Medium,62.5
