payment_mode,student_id,payment_amount,discount_used,completion_status
UPI,STU100699,4572,Yes,Not Completed
Free,STU100700,0,No,Not Completed
UPI,STU100701,4192,No,Not Completed
Free,STU100702,0,No,Not Completed
UPI,STU100703,3831,No,Not Completed
Debit Card,STU100704,6582,No,Not Completed
Free,STU100705,0,No,Completed
UPI,STU100706,4800,No,Not Completed
Credit Card,STU100707,3805,No,Completed
Free,STU100708,0,No,Completed
Credit Card,STU100709,4438,No,Not Completed
UPI,STU100710,4229,No,Not Completed
Credit Card,STU100711,3442,No,Not Completed
UPI,STU100712,2754,Yes,Not Completed
UPI,STU100713,5367,No,Completed
Free,STU100714,0,No,Not Completed
UPI,STU100715,3888,No,Not Completed
Debit Card,STU100716,4186,No,Not Completed
Free,STU100717,0,No,Completed
UPI,STU100718,3527,No,Completed
UPI,STU100719,5490,No,Not Completed
UPI,STU100720,6147,No,Not Completed
UPI,STU100721,4184,Yes,Completed
Free,STU100722,0,No,Not Completed
UPI,STU100723,6803,No,Completed
UPI,STU100724,3703,No,Not Completed
Free,STU100725,0,No,Completed
UPI,STU100726,5858,No,Not Completed
Credit Card,STU100727,5347,No,Completed
NetBanking,STU100728,3741,No,Not Completed
UPI,STU100729,3951,No,Completed
Free,STU100730,0,No,Not Completed
NetBanking,STU100731,3525,Yes,Not Completed
UPI,STU100732,5341,No,Not Completed
Debit Card,STU100733,2782,Yes,Not Completed
NetBanking,STU100734,3891,No,Completed
Free,STU100735,0,No,Not Completed
NetBanking,STU100736,4612,No,Not Completed
UPI,STU100737,4228,No,Completed
Free,STU100738,0,Yes,Not Completed
Debit Card,STU100739,4667,No,Not Completed
Debit Card,STU100740,4511,No,Completed
Credit Card,STU100741,4598,No,Completed
Credit Card,STU100742,3716,No,Completed
UPI,STU100743,5893,No,Not Completed
UPI,STU100744,2786,Yes,Completed
NetBanking,STU100745,4266,No,Not Completed
UPI,STU100746,6406,No,Not Completed
Scholarship,STU100747,1131,Yes,Not Completed
Free,STU100748,0,No,Not Completed
Free,STU100749,0,No,Not Completed
Free,STU100750,0,No,Not Completed
UPI,STU100751,4718,No,Not Completed
UPI,STU100752,3491,No,Completed
Credit Card,STU100753,4343,No,Completed
UPI,STU100754,3346,No,Not Completed
Debit Card,STU100755,3529,No,Completed
Debit Card,STU100756,3778,No,Not Completed
Scholarship,STU100757,897,Yes,Completed
Debit Card,STU100758,6216,No,Completed
Credit Card,STU100759,4974,No,Completed
UPI,STU100760,3772,No,Not Completed
Debit Card,STU100761,4620,No,Not Completed
UPI,STU100762,4574,No,Not Completed
Credit Card,STU100763,5452,No,Not Completed
NetBanking,STU100764,5384,No,Not Completed
UPI,STU100765,6159,No,Not Completed
Scholarship,STU100766,654,No,Completed
Free,STU100767,0,No,Completed
Debit Card,STU100768,3260,No,Not Completed
Free,STU100769,0,No,Completed
Scholarship,STU100770,1646,No,Not Completed
Free,STU100771,0,Yes,Not Completed
UPI,STU100772,2998,No,Completed
Credit Card,STU100773,6298,No,Completed
UPI,STU100774,4144,No,Completed
Debit Card,STU100775,4053,No,Completed
Scholarship,STU100776,2235,No,Completed
Debit Card,STU100777,6827,No,Completed
Credit Card,STU100778,3983,No,Completed
Debit Card,STU100779,3788,No,Completed
Free,STU100780,0,No,Completed
Debit Card,STU100781,2834,Yes,Completed
Credit Card,STU100782,5002,No,Completed
Debit Card,STU100783,5585,Yes,Completed
Credit Card,STU100784,4630,No,Not Completed
UPI,STU100785,4959,No,Not Completed
Credit Card,STU100786,6494,No,Not Completed
UPI,STU100787,4215,No,Completed
Credit Card,STU100788,3711,No,Completed
Debit Card,STU100789,4184,No,Not Completed
Debit Card,STU100790,5334,No,Completed
Debit Card,STU100791,5061,No,Not Completed
Debit Card,STU100792,3031,No,Not Completed
Credit Card,STU100793,3703,Yes,Completed
UPI,STU100794,3990,No,Completed
Debit Card,STU100795,4551,Yes,Not Completed
Free,STU100796,0,No,Completed
UPI,STU100797,5854,No,Not Completed
Debit Card,STU100798,3445,Yes,Completed
NetBanking,STU100799,3342,No,Not Completed
Credit Card,STU100800,5832,No,Not Completed
Credit Card,STU100801,3791,Yes,Not Completed
Scholarship,STU100802,314,No,Completed
Credit Card,STU100803,3570,No,Completed
Free,STU100804,0,No,Completed
UPI,STU100805,4097,No,Not Completed
Free,STU100806,0,No,Completed
Credit Card,STU100807,5119,No,Completed
Scholarship,STU100808,1285,Yes,Not Completed
Debit Card,STU100809,2787,Yes,Not Completed
Scholarship,STU100810,1203,Yes,Not Completed
Credit Card,STU100811,4344,Yes,Completed
UPI,STU100812,3432,Yes,Completed
UPI,STU100813,4641,No,Not Completed
NetBanking,STU100814,4557,No,Completed
UPI,STU100815,3811,No,Not Completed
NetBanking,STU100816,6097,No,Completed
Scholarship,STU100817,1313,No,Completed
UPI,STU100818,4243,No,Not Completed
UPI,STU100819,4785,No,Not Completed
Debit Card,STU100820,5667,No,Completed
UPI,STU100821,4628,No,Completed
Credit Card,STU100822,2491,Yes,Completed
UPI,STU100823,3406,No,Completed
UPI,STU100824,4848,No,Completed
UPI,STU100825,6600,No,Not Completed
UPI,STU100826,4250,No,Not Completed
Credit Card,STU100827,3558,No,Completed
Debit Card,STU100828,4418,Yes,Completed
UPI,STU100829,3875,Yes,Not Completed
Free,STU100830,0,No,Not Completed
Free,STU100831,0,No,Not Completed
Credit Card,STU100832,4592,No,Completed
NetBanking,STU100833,4761,No,Completed
UPI,STU100834,7077,No,Not Completed
UPI,STU100835,5251,Yes,Completed
UPI,STU100836,2738,Yes,Not Completed
Credit Card,STU100837,4639,No,Not Completed
Free,STU100838,0,No,Not Completed
UPI,STU100839,3130,No,Completed
Scholarship,STU100840,626,No,Not Completed
Credit Card,STU100841,3223,No,Completed
UPI,STU100842,3409,Yes,Completed
Free,STU100843,0,No,Not Completed
Free,STU100844,0,No,Not Completed
Scholarship,STU100845,2350,Yes,Completed
Debit Card,STU100846,3168,No,Not Completed
UPI,STU100847,4109,No,Not Completed
Debit Card,STU100848,4028,No,Not Completed
UPI,STU100849,4624,No,Completed
Free,STU100850,0,No,Not Completed
Scholarship,STU100851,295,No,Not Completed
Free,STU100852,0,No,Completed
Scholarship,STU100853,2831,No,Not Completed
Free,STU100854,0,No,Completed
UPI,STU100855,7101,No,Not Completed
Credit Card,STU100856,6080,No,Completed
UPI,STU100857,4931,No,Not Completed
UPI,STU100858,5567,No,Not Completed
UPI,STU100859,4991,No,Not Completed
Credit Card,STU100860,3795,Yes,Completed
UPI,STU100861,3232,No,Not Completed
Scholarship,STU100862,1337,Yes,Not Completed
UPI,STU100863,4174,Yes,Not Completed
Debit Card,STU100864,3045,No,Completed
UPI,STU100865,3828,No,Completed
Scholarship,STU100866,1216,No,Completed
Free,STU100867,0,No,Not Completed
UPI,STU100868,2842,Yes,Completed
UPI,STU100869,3635,Yes,Completed
Credit Card,STU100870,2947,Yes,Completed
UPI,STU100871,3345,No,Not Completed
Debit Card,STU100872,3208,No,Not Completed
Free,STU100873,0,Yes,Completed
Credit Card,STU100874,5140,No,Not Completed
NetBanking,STU100875,6685,No,Completed
Free,STU100876,0,No,Completed
Debit Card,STU100877,2935,No,Completed
Free,STU100878,0,No,Not Completed
Credit Card,STU100879,4363,No,Completed
Credit Card,STU100880,4477,No,Not Completed
Free,STU100881,0,Yes,Completed
UPI,STU100882,4708,No,Completed
NetBanking,STU100883,3605,Yes,Completed
Credit Card,STU100884,3450,Yes,Completed
Scholarship,STU100885,2235,Yes,Not Completed
Scholarship,STU100886,601,No,Not Completed
UPI,STU100887,3480,No,Not Completed
UPI,STU100888,4416,No,Not Completed
Free,STU100889,0,No,Not Completed
UPI,STU100890,4214,No,Completed
UPI,STU100891,4791,Yes,Not Completed
Debit Card,STU100892,6370,No,Not Completed
Credit Card,STU100893,4108,No,Completed
Credit Card,STU100894,3833,No,Not Completed
Free,STU100895,0,No,Not Completed
Scholarship,STU100896,560,Yes,Not Completed
Credit Card,STU100897,5341,No,Not Completed
NetBanking,STU100898,4309,No,Not Completed
Free,STU100899,0,Yes,Completed
UPI,STU100900,3710,No,Completed
Credit Card,STU100901,3427,Yes,Completed
NetBanking,STU100902,3988,No,Not Completed
Free,STU100903,0,No,Not Completed
Free,STU100904,0,No,Not Completed
Credit Card,STU100905,3632,No,Completed
UPI,STU100906,4208,No,Not Completed
Free,STU100907,0,No,Completed
Debit Card,STU100908,3548,No,Completed
UPI,STU100909,4075,No,Not Completed
NetBanking,STU100910,6244,No,Not Completed
Credit Card,STU100911,3754,No,Completed
Credit Card,STU100912,4812,No,Completed
UPI,STU100913,4089,No,Completed
UPI,STU100914,3223,Yes,Not Completed
Scholarship,STU100915,482,No,Not Completed
UPI,STU100916,3349,No,Completed
UPI,STU100917,2956,Yes,Not Completed
NetBanking,STU100918,3066,Yes,Not Completed
Credit Card,STU100919,3013,No,Not Completed
Free,STU100920,0,No,Not Completed
Free,STU100921,0,No,Completed
Debit Card,STU100922,3452,No,Not Completed
UPI,STU100923,6892,No,Completed
UPI,STU100924,3070,No,Completed
Debit Card,STU100925,4517,No,Completed
UPI,STU100926,3197,No,Not Completed
NetBanking,STU100927,3815,No,Not Completed
Credit Card,STU100928,4235,No,Not Completed
Credit Card,STU100929,3504,No,Not Completed
Credit Card,STU100930,6661,No,Not Completed
NetBanking,STU100931,3079,No,Not Completed
UPI,STU100932,3373,No,Not Completed
Debit Card,STU100933,4110,No,Completed
Credit Card,STU100934,3829,No,Completed
Credit Card,STU100935,3351,No,Not Completed
Free,STU100936,0,No,Completed
UPI,STU100937,6651,No,Completed
Scholarship,STU100938,1766,No,Completed
Credit Card,STU100939,4100,No,Completed
Debit Card,STU100940,4677,No,Not Completed
UPI,STU100941,2812,Yes,Completed
UPI,STU100942,4215,No,Completed
Free,STU100943,0,No,Not Completed
UPI,STU100944,3535,Yes,Not Completed
Debit Card,STU100945,3323,Yes,Not Completed
UPI,STU100946,4379,No,Completed
UPI,STU100947,4493,No,Not Completed
Credit Card,STU100948,4403,No,Not Completed
Free,STU100949,0,No,Completed
UPI,STU100950,6206,No,Completed
UPI,STU100951,3501,No,Not Completed
UPI,STU100952,4656,No,Completed
Debit Card,STU100953,4289,No,Completed
Debit Card,STU100954,4596,No,Completed
NetBanking,STU100955,3968,No,Not Completed
Credit Card,STU100956,3859,No,Completed
Free,STU100957,0,No,Completed
UPI,STU100958,4178,No,Completed
Credit Card,STU100959,7120,No,Not Completed
Debit Card,STU100960,5288,No,Not Completed
UPI,STU100961,4478,No,Completed
NetBanking,STU100962,5862,No,Not Completed
UPI,STU100963,6094,No,Not Completed
Debit Card,STU100964,4059,Yes,Not Completed
NetBanking,STU100965,4126,No,Not Completed
Debit Card,STU100966,3268,Yes,Completed
UPI,STU100967,5888,No,Completed
UPI,STU100968,5360,Yes,Completed
Scholarship,STU100969,301,No,Completed
UPI,STU100970,4714,No,Not Completed
Debit Card,STU100971,6924,No,Completed
UPI,STU100972,3909,Yes,Not Completed
Scholarship,STU100973,1194,No,Completed
UPI,STU100974,6042,No,Not Completed
UPI,STU100975,4209,No,Not Completed
UPI,STU100976,3028,No,Not Completed
Scholarship,STU100977,345,No,Completed
Scholarship,STU100978,2098,Yes,Not Completed
Debit Card,STU100979,3392,No,Not Completed
Free,STU100980,0,No,Completed
UPI,STU100981,4726,No,Completed
NetBanking,STU100982,6216,No,Completed
Free,STU100983,0,Yes,Completed
UPI,STU100984,4393,No,Completed
UPI,STU100985,3605,No,Completed
UPI,STU100986,4651,No,Not Completed
UPI,STU100987,5240,Yes,Completed
Debit Card,STU100988,4863,Yes,Not Completed
Debit Card,STU100989,4279,No,Not Completed
Scholarship,STU100990,1630,No,Not Completed
NetBanking,STU100991,6020,Yes,Completed
Free,STU100992,0,No,Completed
Credit Card,STU100993,5083,No,Not Completed
Debit Card,STU100994,4167,No,Not Completed
Credit Card,STU100995,5014,Yes,Not Completed
Credit Card,STU100996,3233,No,Completed
Debit Card,STU100997,3256,No,Not Completed
Credit Card,STU100998,3466,No,Completed
UPI,STU100999,3694,No,Completed
UPI,STU101000,4793,No,Completed
Debit Card,STU101001,4221,No,Completed
UPI,STU101002,4556,Yes,Not Completed
Free,STU101003,0,No,Completed
Credit Card,STU101004,3985,No,Not Completed
Free,STU101005,0,No,Not Completed
UPI,STU101006,5482,No,Completed
Credit Card,STU101007,3027,No,Not Completed
Free,STU101008,0,No,Not Completed
Credit Card,STU101009,3717,No,Not Completed
Debit Card,STU101010,5219,No,Completed
Free,STU101011,0,No,Completed
UPI,STU101012,5641,No,Not Completed
NetBanking,STU101013,6107,No,Completed
Free,STU101014,0,No,Not Completed
UPI,STU101015,3584,No,Not Completed
Credit Card,STU101016,4764,No,Not Completed
Free,STU101017,0,No,Completed
Free,STU101018,0,No,Not Completed
Credit Card,STU101019,4521,Yes,Not Completed
Credit Card,STU101020,4114,No,Completed
Free,STU101021,0,No,Not Completed
Free,STU101022,0,Yes,Not Completed
Debit Card,STU101023,3227,Yes,Not Completed
Credit Card,STU101024,3465,No,Completed
NetBanking,STU101025,4387,No,Completed
UPI,STU101026,4633,No,Not Completed
NetBanking,STU101027,4248,No,Not Completed
Credit Card,STU101028,6400,No,Not Completed
Free,STU101029,0,No,Completed
Credit Card,STU101030,5484,No,Completed
Free,STU101031,0,No,Not Completed
Free,STU101032,0,No,Completed
Free,STU101033,0,No,Not Completed
Credit Card,STU101034,4774,No,Completed
Credit Card,STU101035,4526,No,Not Completed
Credit Card,STU101036,4169,Yes,Not Completed
Credit Card,STU101037,5290,Yes,Completed
NetBanking,STU101038,5403,No,Completed
Scholarship,STU101039,1225,No,Completed
Debit Card,STU101040,5429,Yes,Not Completed
Free,STU101041,0,No,Not Completed
Debit Card,STU101042,4659,No,Completed
UPI,STU101043,4167,No,Not Completed
UPI,STU101044,3805,No,Not Completed
Free,STU101045,0,No,Not Completed
Debit Card,STU101046,4737,No,Not Completed
NetBanking,STU101047,3306,No,Completed
NetBanking,STU101048,5194,Yes,Completed
Scholarship,STU101049,342,No,Not Completed
Credit Card,STU101050,4410,No,Not Completed
UPI,STU101051,4367,No,Not Completed
NetBanking,STU101052,7019,No,Completed
Scholarship,STU101053,255,Yes,Completed
Credit Card,STU101054,4653,No,Not Completed
UPI,STU101055,6393,No,Completed
NetBanking,STU101056,3145,No,Completed
UPI,STU101057,4554,No,Not Completed
UPI,STU101058,6003,Yes,Completed
Credit Card,STU101059,4815,No,Not Completed
UPI,STU101060,3050,No,Completed
UPI,STU101061,3497,No,Not Completed
Debit Card,STU101062,5149,No,Not Completed
Debit Card,STU101063,3657,No,Completed
UPI,STU101064,4075,Yes,Completed
Scholarship,STU101065,2920,No,Completed
NetBanking,STU101066,3397,No,Not Completed
Debit Card,STU101067,3800,Yes,Completed
Debit Card,STU101068,5026,No,Not Completed
Credit Card,STU101069,3988,No,Completed
Credit Card,STU101070,3626,No,Not Completed
Free,STU101071,0,No,Completed
Scholarship,STU101072,412,No,Completed
NetBanking,STU101073,3241,No,Completed
Free,STU101074,0,No,Completed
Credit Card,STU101075,5293,Yes,Not Completed
UPI,STU101076,3842,No,Not Completed
Debit Card,STU101077,4163,No,Not Completed
Credit Card,STU101078,4799,No,Not Completed
Debit Card,STU101079,5092,Yes,Completed
Debit Card,STU101080,3235,No,Completed
Debit Card,STU101081,3161,Yes,Not Completed
Debit Card,STU101082,3604,No,Completed
Free,STU101083,0,No,Completed
UPI,STU101084,6511,No,Completed
Debit Card,STU101085,3274,No,Not Completed
Credit Card,STU101086,6234,No,Not Completed
Free,STU101087,0,No,Completed
Debit Card,STU101088,3966,No,Not Completed
UPI,STU101089,4625,Yes,Not Completed
UPI,STU101090,5712,No,Not Completed
Free,STU101091,0,No,Not Completed
Free,STU101092,0,No,Not Completed
Free,STU101093,0,No,Not Completed
Free,STU101094,0,No,Not Completed
Free,STU101095,0,No,Not Completed
Credit Card,STU101096,4637,No,Not Completed
UPI,STU101097,4877,No,Not Completed
Credit Card,STU101098,5310,Yes,Not Completed
UPI,STU101099,3216,No,Not Completed
UPI,STU101100,3538,No,Not Completed
Free,STU101101,0,No,Not Completed
Debit Card,STU101102,5843,No,Not Completed
Free,STU101103,0,No,Completed
Free,STU101104,0,Yes,Completed
Debit Card,STU101105,3288,No,Not Completed
Debit Card,STU101106,4641,No,Not Completed
UPI,STU101107,5208,No,Completed
Free,STU101108,0,No,Not Completed
UPI,STU101109,5918,No,Not Completed
NetBanking,STU101110,3466,Yes,Not Completed
UPI,STU101111,4102,No,Not Completed
UPI,STU101112,3641,Yes,Not Completed
UPI,STU101113,5384,No,Not Completed
Free,STU101114,0,No,Not Completed
Free,STU101115,0,Yes,Not Completed
UPI,STU101116,3366,No,Completed
Debit Card,STU101117,4075,No,Not Completed
Free,STU101118,0,No,Not Completed
NetBanking,STU101119,4557,No,Completed
UPI,STU101120,3464,No,Completed
NetBanking,STU101121,6010,No,Completed
NetBanking,STU101122,3383,No,Not Completed
Debit Card,STU101123,4164,No,Not Completed
Scholarship,STU101124,500,Yes,Not Completed
NetBanking,STU101125,3718,Yes,Not Completed
Scholarship,STU101126,2362,Yes,Not Completed
Free,STU101127,0,No,Not Completed
NetBanking,STU101128,5481,No,Completed
NetBanking,STU101129,4186,No,Completed
NetBanking,STU101130,5970,No,Not Completed
UPI,STU101131,5178,No,Not Completed
UPI,STU101132,3607,No,Not Completed
Credit Card,STU101133,2775,Yes,Not Completed
UPI,STU101134,6347,No,Not Completed
NetBanking,STU101135,6296,No,Not Completed
Credit Card,STU101136,3831,No,Not Completed
UPI,STU101137,6766,No,Completed
UPI,STU101138,3277,Yes,Completed
UPI,STU101139,4395,No,Not Completed
Credit Card,STU101140,5425,No,Completed
Free,STU101141,0,No,Completed
Scholarship,STU101142,2091,No,Completed
Scholarship,STU101143,1259,Yes,Completed
NetBanking,STU101144,4467,No,Not Completed
UPI,STU101145,4116,Yes,Completed
Debit Card,STU101146,3166,Yes,Completed
UPI,STU101147,3941,No,Not Completed
Free,STU101148,0,No,Not Completed
Free,STU101149,0,No,Completed
Credit Card,STU101150,3239,Yes,Not Completed
Debit Card,STU101151,3216,No,Completed
UPI,STU101152,3559,No,Completed
Debit Card,STU101153,4871,No,Completed
Credit Card,STU101154,3592,No,Completed
Free,STU101155,0,No,Completed
Debit Card,STU101156,5033,Yes,Completed
Free,STU101157,0,Yes,Completed
Free,STU101158,0,No,Completed
UPI,STU101159,4048,No,Completed
Credit Card,STU101160,5236,No,Completed
Free,STU101161,0,No,Not Completed
Debit Card,STU101162,4663,No,Not Completed
Credit Card,STU101163,3382,No,Completed
